gender,tenure,service_1,service_2,tariff,expencies,RESULT
F,71,Yes,No,POST,19.9,No
M,12,Yes,No,PRE,84.6,No
M,39,Yes,No,POST,80,Yes
M,44,Yes,Yes,POST,85.25,No
F,56,Yes,Yes,POST,81.25,No
F,72,Yes,Yes,POST,115.5,No
M,5,Yes,Yes,PRE,104.1,Yes
F,11,Yes,Yes,PRE,79,No
M,24,No,No,PRE,39.1,Yes
F,15,Yes,No,PRE,94.65,No
M,72,Yes,No,POST,20.8,No
M,56,Yes,Yes,POST,59.5,No
M,64,Yes,No,POST,20.05,No
F,34,Yes,Yes,PRE,100.45,No
M,2,Yes,Yes,PRE,76.5,Yes
M,35,Yes,No,POST,20.6,No
M,22,Yes,No,POST,20.3,No
M,5,Yes,No,PRE,49.2,Yes
M,9,No,No,POST,39.55,No
M,11,Yes,Yes,PRE,23.15,Yes
M,23,Yes,No,POST,20.45,No
F,4,Yes,No,PRE,80.85,Yes
M,68,Yes,Yes,POST,25.25,No
M,33,Yes,No,PRE,91.25,No
M,31,Yes,No,PRE,72.45,No
M,1,Yes,Yes,PRE,60.1,Yes
F,56,Yes,No,POST,19.7,No
M,1,Yes,No,PRE,78.95,Yes
M,66,Yes,No,POST,75.1,No
M,72,Yes,Yes,POST,25,No
M,34,Yes,No,PRE,69.15,No
F,58,Yes,No,PRE,91.55,No
M,2,Yes,No,PRE,45.15,Yes
M,37,No,No,POST,35.8,No
F,71,Yes,Yes,POST,113.15,No
M,1,Yes,No,POST,19.85,No
M,71,Yes,No,POST,19.8,No
M,35,Yes,No,POST,19.9,No
F,6,Yes,No,POST,19.7,No
F,3,Yes,No,PRE,79.4,Yes
F,69,Yes,No,POST,59.1,No
M,44,No,No,POST,53.95,Yes
F,53,Yes,Yes,POST,91.15,No
F,24,Yes,No,PRE,99.3,Yes
F,5,Yes,No,PRE,68.95,No
F,2,Yes,No,PRE,51.55,No
M,62,Yes,Yes,POST,24.4,No
F,19,Yes,No,PRE,96.8,No
M,9,Yes,No,PRE,70.05,No
M,53,Yes,No,POST,19.5,No
M,5,Yes,No,PRE,78.75,No
F,71,Yes,Yes,POST,69.2,No
F,1,Yes,No,PRE,19.55,No
M,18,Yes,Yes,PRE,80.65,Yes
M,72,Yes,Yes,POST,103.65,No
F,4,Yes,No,PRE,54.7,No
M,59,Yes,Yes,POST,54.15,No
F,1,Yes,No,PRE,71.1,Yes
F,31,Yes,Yes,PRE,84.85,No
M,3,Yes,No,PRE,20,No
F,65,Yes,Yes,POST,106.25,Yes
M,49,Yes,No,POST,99.25,No
M,2,Yes,No,PRE,19.35,No
F,53,Yes,No,POST,20.8,Yes
F,55,Yes,No,POST,94.75,No
M,72,Yes,Yes,POST,114.05,No
F,36,Yes,Yes,PRE,74.9,No
F,10,Yes,No,PRE,19.8,No
M,1,Yes,Yes,PRE,94,Yes
F,72,Yes,Yes,POST,80.85,No
F,28,Yes,No,PRE,54.65,No
M,38,Yes,Yes,PRE,91.7,No
F,61,Yes,Yes,POST,118.6,No
M,52,Yes,Yes,POST,24.55,No
M,67,Yes,No,POST,19.45,No
F,34,Yes,Yes,POST,116.15,No
F,54,Yes,No,POST,80.6,No
F,1,Yes,No,PRE,20.3,No
F,15,Yes,Yes,PRE,89.85,Yes
F,4,Yes,No,PRE,46,Yes
F,9,Yes,No,PRE,66.25,Yes
F,46,Yes,No,PRE,99.8,No
F,22,Yes,Yes,PRE,90,Yes
M,38,Yes,No,POST,70.45,Yes
F,55,Yes,Yes,POST,75,No
F,1,Yes,No,PRE,19.9,No
M,64,Yes,No,POST,80.3,No
M,53,Yes,No,POST,19.75,Yes
F,58,Yes,Yes,POST,84.3,No
M,56,No,No,POST,54.05,No
M,72,Yes,No,POST,104.9,No
M,1,Yes,No,PRE,53.95,Yes
M,72,Yes,Yes,POST,97.25,No
M,22,Yes,Yes,PRE,83.05,No
F,8,Yes,Yes,PRE,105.5,Yes
F,16,Yes,No,PRE,81,Yes
F,39,No,No,PRE,41.1,No
F,12,Yes,No,PRE,45,No
M,54,Yes,No,POST,74.55,No
F,18,No,No,POST,40.2,No
M,32,Yes,No,POST,70.5,No
F,41,Yes,No,POST,19.75,No
M,67,Yes,Yes,POST,24.65,No
M,65,Yes,Yes,PRE,104.25,No
F,25,Yes,Yes,PRE,78.35,No
F,1,Yes,No,PRE,69.8,Yes
F,67,Yes,Yes,POST,109.7,No
M,7,Yes,Yes,PRE,73.75,Yes
F,43,No,No,PRE,33.45,No
F,24,Yes,No,PRE,94.6,No
M,9,Yes,Yes,PRE,54.55,Yes
M,69,Yes,No,POST,20.2,No
F,37,Yes,No,POST,20.3,No
M,20,No,No,POST,39.4,No
M,7,Yes,No,PRE,69.15,No
F,37,Yes,Yes,PRE,76.25,Yes
F,5,Yes,Yes,PRE,93.9,Yes
M,41,No,No,POST,51.35,No
F,54,Yes,No,POST,100.05,No
F,3,Yes,No,PRE,70.4,Yes
M,69,Yes,No,POST,20.3,No
F,53,Yes,No,POST,94.45,No
M,18,No,No,POST,46.4,No
M,64,Yes,No,POST,104.05,No
F,31,Yes,Yes,PRE,91.15,Yes
F,20,No,No,PRE,24.9,No
M,57,Yes,No,POST,59.6,No
M,63,Yes,Yes,POST,108.5,No
M,13,No,No,POST,40.55,No
F,48,Yes,No,POST,58.95,No
F,2,Yes,No,PRE,70.95,Yes
M,57,Yes,No,POST,20.75,No
M,71,Yes,Yes,POST,113.15,No
F,7,Yes,Yes,PRE,48.8,No
F,16,Yes,Yes,PRE,63.05,No
M,34,Yes,Yes,PRE,100.85,No
F,37,Yes,Yes,PRE,99.5,Yes
M,16,Yes,Yes,PRE,80.55,No
M,48,Yes,Yes,POST,64.4,No
M,58,Yes,No,POST,75.2,No
F,72,Yes,Yes,POST,84.9,No
F,7,Yes,No,PRE,19.3,No
F,38,Yes,No,PRE,83.9,Yes
F,48,Yes,Yes,PRE,117.45,Yes
M,10,Yes,No,PRE,104.4,Yes
F,30,Yes,No,POST,74.65,No
M,31,Yes,Yes,PRE,59.05,No
F,46,Yes,Yes,POST,69.1,No
M,50,Yes,No,POST,20.55,No
M,28,Yes,No,PRE,76.55,No
F,66,No,No,POST,62.5,No
M,8,No,No,PRE,29.4,Yes
F,41,Yes,No,PRE,94.9,No
M,72,Yes,Yes,POST,111.65,No
F,7,Yes,No,POST,19.9,No
F,38,Yes,No,PRE,20.45,No
M,44,Yes,No,POST,106.05,No
M,47,Yes,Yes,POST,113.45,No
M,53,Yes,No,PRE,92.55,No
M,4,Yes,Yes,PRE,65.6,No
M,20,Yes,Yes,PRE,84.35,No
M,2,Yes,No,PRE,44.65,Yes
M,57,Yes,Yes,POST,71.1,No
F,44,Yes,No,PRE,85.15,No
M,24,Yes,No,PRE,49.7,No
M,15,No,No,PRE,30.2,No
F,3,No,No,PRE,25.25,Yes
F,4,Yes,Yes,PRE,84.05,Yes
M,37,Yes,Yes,PRE,85.7,Yes
F,1,Yes,No,PRE,74.7,Yes
F,24,Yes,No,PRE,56.35,No
F,5,Yes,Yes,PRE,90.8,Yes
F,33,Yes,Yes,PRE,107.55,No
F,58,Yes,No,POST,19.85,No
F,72,Yes,Yes,POST,95.9,No
F,71,Yes,Yes,POST,23.85,No
F,28,Yes,Yes,PRE,106.15,Yes
M,51,Yes,No,POST,83.85,No
F,30,Yes,No,POST,85.35,Yes
M,72,Yes,No,POST,84.8,No
M,36,Yes,Yes,PRE,90.85,Yes
M,14,Yes,No,POST,76.1,No
F,72,Yes,Yes,POST,74.55,No
F,22,No,No,PRE,39.2,No
F,2,Yes,Yes,PRE,79.55,No
F,15,Yes,No,PRE,19.6,No
M,51,Yes,No,POST,19.55,No
M,70,No,No,POST,39.15,No
F,71,Yes,No,POST,20.1,No
F,39,Yes,Yes,PRE,99.95,No
F,61,Yes,Yes,PRE,59.8,No
F,52,Yes,No,PRE,49.75,No
F,1,No,No,PRE,35.75,Yes
M,64,Yes,Yes,POST,108.5,No
M,62,Yes,No,POST,60.15,No
M,30,Yes,No,POST,19.05,No
F,4,Yes,No,PRE,46,Yes
M,63,Yes,No,POST,84,No
F,1,Yes,No,PRE,44.55,No
M,15,Yes,Yes,PRE,103.45,No
M,27,Yes,No,POST,80.65,No
F,4,No,No,PRE,57.2,No
F,72,Yes,Yes,POST,110.75,No
M,45,Yes,Yes,POST,24.7,No
F,45,Yes,Yes,PRE,97.05,No
F,36,Yes,No,POST,76.35,No
M,17,Yes,No,PRE,89.4,Yes
M,1,Yes,No,PRE,18.9,No
M,16,Yes,Yes,PRE,74.45,No
M,3,Yes,No,PRE,19.8,Yes
M,4,Yes,Yes,PRE,50.9,Yes
F,71,Yes,No,POST,84.4,No
M,10,Yes,Yes,PRE,24.4,No
M,20,Yes,No,POST,20.05,No
M,4,Yes,No,PRE,81,Yes
M,26,Yes,Yes,PRE,98.35,Yes
F,4,Yes,No,PRE,55.5,No
M,5,No,No,PRE,51,Yes
F,4,Yes,Yes,PRE,91.65,Yes
M,29,Yes,Yes,PRE,84.3,No
M,2,Yes,No,PRE,100.2,No
F,29,Yes,No,POST,19.4,No
M,1,Yes,No,PRE,90.85,Yes
M,1,Yes,No,PRE,69.4,Yes
F,8,Yes,No,PRE,94.45,Yes
M,13,Yes,No,PRE,20.4,No
F,59,Yes,Yes,PRE,94.75,No
F,1,Yes,No,PRE,20.15,Yes
M,50,Yes,Yes,PRE,95.7,Yes
M,18,Yes,No,PRE,44.35,No
F,17,Yes,No,PRE,74.55,No
M,47,Yes,No,POST,73.6,No
F,26,Yes,Yes,PRE,74.95,Yes
F,6,No,No,PRE,47.95,Yes
M,19,Yes,Yes,PRE,50.1,No
F,3,Yes,Yes,PRE,63.6,Yes
F,68,No,No,POST,53,No
F,2,Yes,No,PRE,19.85,No
M,7,No,No,POST,24.35,No
F,18,Yes,No,PRE,19.55,No
F,71,Yes,Yes,POST,25.05,No
M,13,Yes,Yes,PRE,93.8,No
M,3,No,No,PRE,36.85,Yes
M,72,Yes,Yes,POST,103.75,No
M,66,No,No,POST,56.75,No
M,24,Yes,No,POST,20.8,No
F,1,Yes,No,PRE,44.1,Yes
F,56,Yes,Yes,POST,24.45,No
F,22,Yes,Yes,POST,25.6,No
M,14,No,No,PRE,50.75,Yes
F,61,Yes,Yes,POST,104.4,Yes
F,40,No,No,PRE,39.3,Yes
F,42,Yes,No,PRE,59.65,No
F,72,Yes,Yes,POST,83.3,No
F,12,Yes,Yes,PRE,79.55,No
M,71,Yes,Yes,POST,24.45,No
F,26,Yes,No,POST,19.2,No
F,7,No,No,PRE,29.8,No
F,6,Yes,No,PRE,45.5,No
F,58,Yes,No,POST,106.45,Yes
M,51,No,No,PRE,30.05,No
M,72,No,No,POST,65.65,No
F,18,Yes,No,PRE,96.05,Yes
F,7,Yes,Yes,PRE,75.1,Yes
F,47,Yes,Yes,POST,74.05,No
M,2,Yes,No,PRE,44.7,Yes
M,62,Yes,Yes,POST,110.75,No
F,16,Yes,No,POST,19.7,No
M,6,Yes,No,PRE,49.5,No
M,19,Yes,No,PRE,55,Yes
F,69,No,No,POST,43.95,No
M,11,Yes,Yes,PRE,74.35,Yes
F,64,Yes,Yes,PRE,111.15,No
F,39,Yes,No,POST,104.7,Yes
F,15,Yes,Yes,PRE,55.7,Yes
M,25,Yes,No,PRE,20.6,No
F,6,Yes,No,POST,19.65,No
M,66,Yes,Yes,POST,115.8,No
F,61,Yes,Yes,POST,88.65,No
F,43,Yes,Yes,PRE,94.5,No
F,12,Yes,No,PRE,20.1,No
M,23,No,No,PRE,34.65,No
M,71,No,No,PRE,52.3,No
F,34,Yes,Yes,PRE,65,No
F,5,Yes,No,PRE,19.85,Yes
F,41,No,No,POST,35.45,No
F,72,Yes,No,POST,19.7,No
M,14,Yes,Yes,PRE,95.6,No
F,41,Yes,No,POST,19.85,No
F,23,Yes,Yes,POST,81.85,No
M,71,Yes,No,POST,109.3,No
F,1,Yes,No,PRE,70.3,Yes
M,72,Yes,Yes,POST,25.4,No
M,6,Yes,No,PRE,69.8,No
M,23,Yes,No,POST,20,No
M,10,Yes,Yes,PRE,85.55,Yes
F,72,Yes,No,POST,109.9,No
F,7,Yes,No,PRE,50.3,No
M,6,Yes,No,PRE,94.5,Yes
M,9,Yes,No,PRE,101.5,No
F,12,Yes,Yes,PRE,89.15,No
F,1,Yes,No,PRE,19.4,No
F,48,No,No,POST,29.9,No
M,20,Yes,No,PRE,78.8,No
F,16,Yes,Yes,PRE,85.35,Yes
F,2,Yes,No,PRE,79.65,Yes
F,10,Yes,No,POST,19.3,No
F,2,Yes,No,PRE,79.6,Yes
M,20,Yes,Yes,PRE,96.8,No
M,20,Yes,No,POST,20.65,No
M,19,Yes,No,POST,19.8,No
M,19,Yes,Yes,PRE,90.6,Yes
M,22,Yes,No,PRE,104.6,No
F,35,Yes,Yes,PRE,80.05,No
F,1,Yes,No,PRE,45.15,No
M,39,Yes,Yes,PRE,73.15,No
F,54,Yes,No,POST,99.1,No
F,1,Yes,No,PRE,20.2,Yes
M,66,Yes,Yes,POST,106.05,Yes
M,56,Yes,Yes,PRE,105.35,No
M,18,Yes,No,PRE,45.65,No
F,16,Yes,Yes,PRE,79.95,No
F,68,Yes,No,POST,54.45,No
F,53,Yes,Yes,POST,25.1,No
F,72,Yes,Yes,POST,84.7,No
M,9,Yes,Yes,PRE,75.85,No
F,30,Yes,No,PRE,48.8,No
F,36,Yes,Yes,PRE,99.15,Yes
F,18,No,No,PRE,35.2,No
F,55,Yes,Yes,POST,76.25,No
F,39,No,No,PRE,55.9,Yes
M,21,Yes,Yes,PRE,82.35,Yes
M,2,No,No,PRE,40.4,Yes
M,33,Yes,Yes,POST,24.9,No
M,44,No,No,POST,54.3,No
F,30,Yes,No,PRE,66.3,No
F,71,Yes,No,POST,20.9,No
F,4,Yes,Yes,PRE,75.35,Yes
M,35,Yes,No,POST,85.15,Yes
M,1,Yes,No,PRE,75.35,No
M,23,Yes,Yes,PRE,104.45,No
F,22,No,No,POST,49.45,No
F,49,Yes,No,POST,19.45,No
F,42,Yes,No,PRE,92.15,No
F,33,Yes,No,POST,93.8,Yes
F,7,Yes,No,POST,19.85,No
F,67,Yes,Yes,POST,100.25,No
M,15,Yes,Yes,PRE,95.7,No
M,67,Yes,Yes,POST,93.15,No
M,53,Yes,No,POST,69.7,No
M,21,Yes,No,POST,19.8,No
F,40,Yes,No,PRE,71.35,No
F,22,Yes,No,POST,20.75,No
M,39,No,No,PRE,40.6,No
M,45,Yes,No,POST,20.4,Yes
F,2,Yes,No,PRE,20.35,No
F,57,Yes,No,POST,19.75,No
M,8,Yes,No,PRE,54.4,No
M,7,Yes,Yes,PRE,94.7,Yes
M,6,No,No,PRE,30.5,Yes
F,7,Yes,No,PRE,20.45,No
M,49,Yes,Yes,POST,66.15,No
F,65,Yes,Yes,POST,89.85,No
F,55,Yes,No,POST,45.05,No
M,71,Yes,Yes,POST,86.85,No
M,35,Yes,Yes,PRE,96.75,No
M,3,Yes,Yes,PRE,77,Yes
F,11,Yes,No,PRE,20.1,Yes
F,1,Yes,No,PRE,75.3,Yes
M,17,Yes,Yes,PRE,106.65,No
F,72,Yes,Yes,POST,110.15,No
F,28,Yes,No,POST,82.85,No
F,18,Yes,No,POST,20.1,No
F,40,Yes,No,POST,99.2,Yes
F,52,Yes,No,PRE,59.45,No
F,47,Yes,No,PRE,58.6,No
F,23,Yes,No,PRE,49.7,No
M,66,Yes,No,POST,65.85,No
F,8,Yes,Yes,PRE,73.5,No
M,47,Yes,No,PRE,85.5,Yes
F,7,Yes,No,PRE,20.05,Yes
F,71,Yes,Yes,POST,113.65,No
F,50,Yes,Yes,PRE,83.4,No
M,46,Yes,No,POST,65.65,No
M,1,Yes,No,PRE,70.4,Yes
F,66,No,No,POST,61.35,No
F,42,Yes,Yes,PRE,85.9,No
F,5,Yes,No,PRE,75.65,No
M,7,Yes,No,POST,49.75,Yes
M,29,Yes,Yes,POST,70.9,No
F,27,Yes,No,PRE,49.85,No
F,15,Yes,No,PRE,75.3,Yes
F,25,Yes,No,POST,20.1,No
F,11,Yes,Yes,PRE,94,Yes
M,57,Yes,Yes,PRE,103.05,No
M,67,Yes,Yes,POST,118.35,Yes
F,47,Yes,Yes,PRE,99.7,No
F,13,Yes,No,PRE,81.9,No
M,8,No,No,PRE,30.45,Yes
F,44,Yes,Yes,PRE,96.1,Yes
M,71,Yes,Yes,POST,66.2,No
M,24,Yes,Yes,PRE,104.25,Yes
M,15,Yes,Yes,PRE,80.2,Yes
F,1,Yes,No,PRE,19.75,No
M,2,Yes,Yes,PRE,72.6,No
M,55,Yes,Yes,PRE,116.5,No
M,71,Yes,Yes,POST,106.8,No
M,50,Yes,Yes,POST,24.95,No
M,1,Yes,No,PRE,89.25,No
M,5,Yes,No,PRE,19.25,No
F,66,Yes,Yes,POST,104.55,No
F,49,Yes,No,POST,87.2,No
F,3,No,No,PRE,30.75,No
M,66,Yes,Yes,POST,25.7,No
M,11,Yes,Yes,PRE,86.2,No
M,28,No,No,PRE,30.1,No
M,65,Yes,Yes,POST,99.35,No
F,62,Yes,No,POST,19.2,No
F,2,Yes,No,PRE,20.1,No
F,2,Yes,No,PRE,20.35,No
F,55,Yes,Yes,POST,25.65,No
M,41,Yes,No,PRE,94.55,No
F,17,Yes,Yes,PRE,104.2,Yes
F,30,Yes,No,POST,94.4,No
M,17,Yes,No,POST,56.1,No
F,16,Yes,No,POST,68.25,No
M,72,Yes,Yes,POST,24.75,No
M,9,Yes,Yes,PRE,76.25,No
F,1,Yes,No,PRE,74.35,No
M,23,Yes,No,PRE,54.15,No
M,8,Yes,No,PRE,19.45,No
M,19,No,No,PRE,34.95,No
F,7,Yes,Yes,PRE,53.65,No
M,1,Yes,No,PRE,69.65,Yes
M,61,Yes,Yes,POST,104,No
F,57,Yes,No,POST,70.35,No
M,9,Yes,No,PRE,80.8,Yes
M,15,Yes,No,POST,64.85,No
F,1,Yes,No,PRE,19.65,No
F,12,Yes,No,PRE,45.9,No
M,54,Yes,No,POST,20,No
M,4,Yes,No,PRE,44.8,No
F,7,Yes,No,PRE,80.3,Yes
F,20,Yes,No,POST,20.35,No
F,26,No,No,PRE,45.8,No
M,36,Yes,Yes,PRE,84.1,Yes
F,53,Yes,Yes,POST,108.95,No
M,3,Yes,No,PRE,69.35,Yes
F,68,No,No,POST,64.35,No
M,72,Yes,Yes,POST,90.8,No
M,12,Yes,Yes,POST,24.95,No
F,34,Yes,Yes,PRE,79.6,Yes
F,68,Yes,Yes,POST,84.7,No
F,50,Yes,No,POST,70.8,No
F,1,No,No,PRE,36.45,Yes
F,41,Yes,Yes,PRE,104.4,No
M,30,Yes,Yes,PRE,101.5,No
M,1,Yes,Yes,PRE,54.3,No
M,29,Yes,Yes,PRE,103.95,No
F,23,Yes,Yes,POST,91.1,No
M,60,Yes,No,POST,19.95,No
F,72,Yes,Yes,POST,26.45,No
M,22,Yes,No,PRE,89.4,Yes
M,72,Yes,No,POST,75.1,No
F,66,Yes,Yes,POST,108.1,No
F,72,Yes,Yes,POST,110.15,No
F,47,Yes,Yes,PRE,80.35,Yes
F,51,Yes,Yes,POST,111.5,No
F,70,Yes,Yes,POST,106.5,No
M,9,Yes,No,POST,19.9,No
M,59,Yes,Yes,POST,111.1,No
M,3,Yes,No,PRE,70.7,No
M,38,No,No,PRE,24.85,No
F,37,Yes,Yes,PRE,91.2,No
M,37,Yes,No,POST,65.6,No
F,24,No,No,PRE,40.65,Yes
F,14,Yes,No,PRE,59.45,No
M,72,Yes,Yes,POST,109.95,No
M,53,No,No,POST,60.45,Yes
F,8,Yes,Yes,PRE,84.9,Yes
M,72,No,No,POST,38.5,No
F,17,Yes,Yes,PRE,92.55,No
F,2,Yes,No,PRE,73.55,Yes
F,8,Yes,No,PRE,20.15,Yes
F,48,No,No,POST,34.7,Yes
F,10,Yes,Yes,PRE,24.5,No
M,0,Yes,No,POST,19.7,No
M,1,Yes,No,PRE,20.6,No
F,29,Yes,No,POST,58,No
F,65,Yes,Yes,POST,107.45,No
F,8,Yes,Yes,PRE,65.5,No
M,61,Yes,Yes,POST,25.45,No
F,45,Yes,Yes,POST,100.15,No
M,72,Yes,Yes,POST,104.45,No
M,12,Yes,No,PRE,21.15,No
M,7,Yes,Yes,PRE,96.2,No
M,9,Yes,No,PRE,44.4,No
F,43,Yes,Yes,POST,107.55,Yes
M,58,Yes,Yes,POST,94.35,No
M,16,Yes,Yes,PRE,98.75,Yes
M,2,Yes,No,PRE,20.3,No
F,8,Yes,No,PRE,101.15,Yes
F,40,Yes,Yes,POST,105.75,No
M,9,Yes,Yes,PRE,81.15,No
M,41,Yes,No,POST,89.55,No
F,26,Yes,No,PRE,54.75,No
F,33,Yes,No,POST,53.75,No
M,68,Yes,No,POST,105.75,No
F,65,Yes,No,POST,105.85,No
M,55,Yes,No,POST,64.2,No
M,20,Yes,Yes,PRE,88.7,Yes
M,19,Yes,No,POST,87.7,No
F,45,Yes,Yes,PRE,89.3,No
F,70,Yes,No,POST,20.15,No
F,2,Yes,No,PRE,79.75,Yes
F,27,Yes,Yes,PRE,94.55,Yes
F,12,Yes,No,POST,20.05,No
M,72,No,No,POST,67.2,No
M,12,Yes,Yes,PRE,94.55,No
F,5,Yes,No,PRE,69.05,Yes
M,71,Yes,Yes,PRE,107.5,No
M,35,Yes,No,POST,73,No
M,70,Yes,Yes,POST,114.75,No
F,31,Yes,Yes,PRE,76.05,No
M,52,Yes,Yes,POST,96.25,Yes
M,37,Yes,Yes,PRE,101.1,Yes
M,69,Yes,Yes,POST,104.7,Yes
M,30,Yes,Yes,PRE,77.9,No
F,33,Yes,Yes,PRE,90.65,No
M,54,Yes,Yes,POST,110.45,No
F,59,Yes,Yes,POST,68.7,No
M,55,No,No,PRE,44.85,No
M,69,No,No,POST,29.8,No
F,66,Yes,Yes,POST,88.9,No
M,37,Yes,No,POST,58.75,No
M,9,Yes,No,POST,19.85,No
M,69,Yes,Yes,POST,86.9,No
M,10,Yes,No,PRE,59.65,No
M,40,Yes,No,PRE,55.25,Yes
M,13,Yes,No,PRE,66.4,No
F,6,Yes,Yes,PRE,90.1,Yes
F,69,Yes,No,POST,20.15,No
F,66,Yes,Yes,POST,108.1,No
M,11,Yes,Yes,PRE,53.75,Yes
M,46,Yes,No,POST,56.9,No
F,6,Yes,No,PRE,89.3,Yes
F,56,Yes,Yes,PRE,109.6,No
M,70,Yes,Yes,POST,25.15,No
F,33,Yes,Yes,POST,79.15,No
F,72,Yes,Yes,POST,66.75,No
F,3,Yes,Yes,PRE,95.2,Yes
F,19,Yes,No,PRE,48.8,No
F,5,No,No,PRE,45.7,Yes
F,71,Yes,No,POST,80.7,No
M,8,Yes,No,PRE,74.5,Yes
M,1,Yes,No,PRE,20.55,No
F,1,Yes,No,PRE,79.65,Yes
F,61,Yes,Yes,POST,115.1,No
F,71,No,No,POST,59.7,No
F,68,Yes,Yes,POST,86.45,No
M,46,No,No,POST,33.7,No
M,33,Yes,Yes,POST,80.1,No
F,53,Yes,Yes,POST,104.05,No
F,50,Yes,Yes,PRE,108.75,No
F,57,No,No,POST,41.1,No
F,54,Yes,No,POST,20.35,No
F,60,Yes,Yes,PRE,105.9,No
F,28,Yes,Yes,PRE,101.3,Yes
F,1,Yes,No,PRE,80.05,Yes
M,29,Yes,Yes,PRE,89.2,Yes
F,10,Yes,No,PRE,65.5,No
M,43,No,No,PRE,40.45,No
M,13,Yes,No,PRE,70.45,No
F,43,Yes,No,POST,78.8,No
M,19,Yes,Yes,PRE,83.65,Yes
M,1,Yes,No,PRE,90.1,No
F,69,Yes,No,POST,82.45,No
F,61,Yes,No,POST,20.25,No
M,43,Yes,Yes,PRE,66.25,No
F,6,Yes,No,PRE,19.5,Yes
M,1,Yes,No,PRE,51.25,Yes
M,56,Yes,No,PRE,89.7,No
F,70,No,No,POST,64.55,No
M,1,Yes,No,PRE,45.6,Yes
M,49,Yes,Yes,POST,93.65,No
F,6,Yes,No,PRE,49.65,Yes
F,32,Yes,No,POST,73.6,No
F,72,Yes,Yes,POST,109.75,No
M,37,Yes,No,POST,61.45,No
F,69,Yes,No,POST,106.4,No
F,26,Yes,No,PRE,81.9,No
F,58,Yes,Yes,POST,105.2,No
M,24,Yes,Yes,POST,54.6,No
M,5,Yes,No,POST,20.55,No
M,15,Yes,No,PRE,20,Yes
F,30,Yes,No,POST,19.7,No
F,55,Yes,Yes,POST,66.05,No
F,25,No,No,PRE,34,Yes
M,10,Yes,No,PRE,92.5,Yes
M,44,No,No,POST,54.05,No
F,47,Yes,No,POST,58.9,No
F,13,Yes,No,PRE,88.35,Yes
F,49,Yes,Yes,POST,107.95,Yes
F,64,Yes,No,POST,96.9,No
M,1,Yes,No,PRE,19.1,No
M,20,Yes,No,PRE,50,No
F,37,No,No,POST,45.4,No
M,30,Yes,Yes,PRE,85.45,No
F,38,Yes,Yes,POST,84.1,No
F,1,Yes,Yes,PRE,74.45,Yes
F,37,Yes,No,PRE,64.75,Yes
F,52,No,No,POST,66.25,No
M,71,Yes,No,POST,76.9,No
M,26,Yes,No,PRE,89.8,Yes
M,66,Yes,Yes,POST,74.6,No
M,72,Yes,Yes,POST,116.95,No
M,25,No,No,POST,40.65,No
M,69,Yes,Yes,POST,114.35,No
M,53,Yes,Yes,POST,69.7,No
F,12,Yes,No,POST,95.5,Yes
M,26,Yes,No,PRE,98.65,No
M,21,Yes,No,PRE,61.65,No
F,1,Yes,No,PRE,89.35,No
M,48,Yes,Yes,PRE,95.4,No
F,26,No,No,POST,35.4,No
M,60,Yes,No,POST,19.95,No
M,18,Yes,No,PRE,19.25,No
F,10,No,No,PRE,29.65,Yes
M,5,Yes,Yes,PRE,84.5,Yes
F,4,Yes,No,POST,20.4,No
M,65,Yes,Yes,POST,24.75,No
M,70,Yes,Yes,POST,25.35,No
M,18,Yes,Yes,PRE,90.7,Yes
M,62,Yes,No,POST,20,No
F,66,Yes,No,POST,59.75,No
F,65,Yes,Yes,POST,82.5,No
F,3,Yes,No,PRE,70.3,Yes
F,34,Yes,No,PRE,20.35,No
M,16,Yes,Yes,PRE,90.8,No
F,54,Yes,Yes,POST,103.95,Yes
F,50,Yes,Yes,PRE,104.95,No
M,71,Yes,No,POST,105.25,No
F,10,Yes,Yes,PRE,74.75,Yes
F,1,Yes,No,PRE,50.8,Yes
M,18,Yes,Yes,POST,23.75,No
M,4,Yes,No,PRE,61.3,No
F,58,Yes,Yes,POST,75.8,No
F,56,Yes,Yes,POST,98,No
M,2,Yes,No,PRE,80.25,Yes
M,32,Yes,Yes,PRE,78.9,Yes
M,56,No,No,POST,52,No
M,36,Yes,Yes,PRE,84.75,Yes
F,4,Yes,Yes,PRE,64.4,No
M,53,Yes,Yes,PRE,85.45,Yes
M,10,Yes,No,PRE,45.8,No
M,4,No,No,PRE,30.5,No
M,1,Yes,No,PRE,19.9,Yes
F,51,Yes,No,PRE,69.15,No
M,12,Yes,Yes,PRE,99.45,Yes
F,6,No,No,POST,49.25,No
M,63,No,No,POST,39.35,No
F,1,Yes,No,PRE,70.6,Yes
F,48,Yes,Yes,PRE,105.1,No
F,5,Yes,No,PRE,81,Yes
F,35,Yes,No,POST,20.1,No
M,6,Yes,No,PRE,84.85,Yes
M,2,Yes,No,PRE,19.75,No
F,50,Yes,No,POST,19.75,No
F,33,Yes,No,PRE,70.4,No
M,31,Yes,No,POST,20.45,No
F,9,Yes,No,POST,20.35,No
F,54,Yes,Yes,PRE,86.2,No
F,46,Yes,No,POST,95.65,No
M,34,Yes,Yes,POST,103.8,No
M,71,Yes,Yes,POST,97.2,No
F,63,Yes,No,POST,63.55,No
F,51,Yes,Yes,POST,24.95,No
F,26,Yes,Yes,PRE,89.15,Yes
F,64,Yes,No,POST,99,No
